OBJECTID,state_number,nhs_rest_stop,highway_route,mile_post,municipality,county,state,latitude,longitude,number_of_spots,x,y
1111,36,Friendship,I-86E,101,Higgins,Allegany,NY,42.224195,-78.101119,12,-78.1011190003156,42.2241949998895
1112,36,Campbell,I-86E,160,Savona,Steuben,NY,42.243761,-77.198347,12,-77.1983469997984,42.2437609998605
1113,36,Unadilla,I-88E,39,Sidney,Delaware,NY,42.326348,-75.290697,20,-75.2906969999043,42.3263479997086
1114,36,Wells Bridge,I-88W,40,Sidney,Delaware,NY,42.358583,-75.257452,15,-75.2574519996476,42.3585830000776
1115,36,Kanona,I-86W,147,Haverling Heights,Steuben,NY,42.371884,-77.354012,10,-77.3540120003883,42.3718839999604
1116,36,Whitney Point,I-81S,9,Lisle,Broome,NY,42.375074,-75.994444,29,-75.9944440000185,42.375073999762
1117,36,Worcester (Eastbound),I-88E,74,Worcester,Otsego,NY,42.571253,-74.768247,15,-74.7682469995894,42.5712530002448
1118,36,East Worcester (Westbound),I-88W,79,Worcester,Otsego,NY,42.608774,-74.685145,9,-74.6851449998042,42.6087739999225
1119,36,Preble,I-81N,14,Preble,Cortland,NY,42.715402,-76.145746,59,-76.1457460000544,42.7154020000628
1120,36,Mount Morris,I-390E,38,Mount Morris,Livingston,NY,42.727847,-77.829272,20,-77.8292720004385,42.7278469999155
1121,36,Geneseo,I-390W,38,Mount Morris,Livingston,NY,42.727887,-77.829229,20,-77.8292289998825,42.7278869997251
1122,36,Clifton Park,I-87N,14,Clifton Park,Saratoga,NY,42.877269,-73.776755,28,-73.7767550001788,42.8772689998512
1123,36,Adirondacks Welcome Center,I-87N,43,Queensbury,Warren,NY,43.272607,-73.674793,15,-73.6747930003608,43.2726070003067
1124,36,Glens Falls (South),I-87S,43,Queensbury,Warren,NY,43.2744,-73.67656,16,-73.6765599999994,43.2743999997161
1125,36,Watertown,I-81S,43,Honeyville,Jefferson,NY,43.90209,-75.984621,8,-75.9846209996417,43.9020899998318
1126,36,High Peaks (North),I-87N,99,North Hudson,Essex,NY,44.013789,-73.705183,20,-73.7051830001344,44.0137890003099
1127,36,High Peaks (South),I-87S,99,North Hudson,Essex,NY,44.016874,-73.704474,25,-73.7044740003048,44.0168739998642
1128,36,Orleans,I-81N,49,Calcium,Jefferson,NY,44.082065,-75.915284,11,-75.9152839999394,44.0820649998394
1129,36,Valcour,I-87N,NA,Harkness,Clinton,NY,44.604446,-73.491827,27,-73.4918269999339,44.6044460000305
1130,36,Point Au Roche,I-87N,162,West Chazy,Clinton,NY,44.805371,-73.44402,14,-73.4440199999012,44.8053709998483
1131,36,Beekmantown,I-87S,40,Beekmantown,Clinton,NY,44.807039,-73.446228,14,-73.4462279995807,44.8070390000563
1132,39,Gallia SR7 SB,Hwy7S,NA,Gallipolis,Gallia,OH,38.864463,-82.142445,10,-82.1424449998699,38.864462999918
1133,39,Gallia US35EB,US35EB,NA,Rio Grande,Rio Grande,OH,38.881606,-82.33327,14,-82.3332699995948,38.8816060003143
1134,39,Gallia US35WB,US35WB,NA,Rio Grande,Rio Grande,OH,38.883924,-82.333558,14,-82.3335580003732,38.8839239999092
1135,39,Scioto US23 SB,US23S,NA,Lucasville,Scioto,OH,38.950052,-83.024945,14,-83.0249449996448,38.9500519999495
1136,39,Brown SR32 EB,Hwy32E,NA,Sardinia,Brown,OH,39.018286,-83.824861,13,-83.8248609996682,39.0182860003175
1137,39,Pike SR32 EB,Hwy32E,NA,Latham,Pike,OH,39.041539,-83.228096,11,-83.228095999877,39.0415389997783
1138,39,Meigs US33 WB,US33W,NA,Darwin,Meigs,OH,39.118539,-82.015815,12,-82.015815000042,39.1185389999351
1139,39,Meigs US33 EB,US33E,NA,Darwin,Meigs,OH,39.125732,-82.019566,12,-82.0195659999524,39.1257319998607
1140,39,Jackson US35 WB,US35W,NA,Jackson,Jackson,OH,39.166029,-82.737182,22,-82.7371819999066,39.1660290000464
1141,39,Athens US50EB,US50E,NA,Torch,Athens,OH,39.235669,-81.763054,14,-81.7630540001533,39.2356689996522
1142,39,Athens US50 WB,US50W,NA,Albany,Athens,OH,39.247336,-82.183753,11,-82.1837529996392,39.2473360001135
1143,39,Warren I71 NB,I-71N,NA,Lebanon,Warren,OH,39.414172,-84.124258,20,-84.1242579998026,39.4141720001194
1144,39,Warren I71 SB,I-71S,NA,alebanon,Warren,OH,39.415856,-84.122651,20,-84.1226509999976,39.4158560003238
1145,39,Butler I75 NB,I-75N,NA,Monroe,Butler,OH,39.417008,-84.348567,20,-84.3485670001588,39.4170079998101
1146,39,Butler I75 SB,I-75S,NA,Monroe,Butler,OH,39.420112,-84.349124,20,-84.3491239996524,39.4201120002502
1147,39,Washington I77 NB,I-77N,3,Harmar,Washington,OH,39.451882,-81.438117,20,-81.4381169999727,39.4518819996533
1148,39,Monroe SR7 NB,Hwy7N,NA,Matamoras,Monroe,OH,39.560833,-81.012212,10,-81.0122120002091,39.5608330000798
1149,39,Hocking US33 EB,US33E,NA,Enterprise,Hocking,OH,39.56374,-82.509602,10,-82.5096020000389,39.5637400000954
1150,39,Hocking US33 WB,US33W,NA,Enterprise,Hocking,OH,39.564416,-82.50794,10,-82.5079399999823,39.5644159998837
1151,39,Fayette I71 SB,I-71S,68,Jeffersonville,Fayette,OH,39.636973,-83.574005,13,-83.5740050004087,39.6369730002469
1152,39,Fayette I71 NB,I-71N,68,Jeffersonville,Fayette,OH,39.637531,-83.566742,12,-83.5667420000641,39.637530999869
1153,39,Pickaway US23 SB,US23S,NA,South Bloomfield,Pickaway,OH,39.737253,-82.987597,10,-82.9875970000234,39.7372530000193
1154,39,Preble I70 EB,I-70E,NA,New Oaris,Preble,OH,39.827875,-84.760903,59,-84.7609029996582,39.8278749999876
1155,39,Guernsey I77 SB,I-77S,36,Pleasant City,Guernsey,OH,39.905709,-81.52888,10,-81.5288799995876,39.9057090001638
1156,39,Madison I70 EB,I-70E,71,Brighton,Madison,OH,39.939757,-83.531773,19,-83.5317729998265,39.9397570003137
1157,39,Guernsey I77 NB,I-77N,39,Pleasant City,Guernsey,OH,39.940845,-81.53226,10,-81.5322599997773,39.9408449998261
1158,39,Madison I70 WB,I-70W,71,Brighton,Madison,OH,39.941781,-83.532783,19,-83.5327829999549,39.9417810002551
1159,39,Licking I70 EB,I-70E,131,Firemans Park,Licking,OH,39.945233,-82.452421,60,-82.4524210000663,39.945233000291
1160,39,Licking I70 WB,I-70W,131,Firemans Park,Licking,OH,39.948151,-82.452785,60,-82.4527850001144,39.948151000255
1161,39,Muskingum I70 WB,I-70W,163,Bridgeville,Muskingum,OH,39.973844,-81.859442,10,-81.8594420003457,39.9738439997942
1162,39,Guernsey I70 EB,I-70E,189,NA,Guernsey,OH,40.038937,-81.393383,19,-81.393382999983,40.0389369997665
1163,39,Belmont I70 EB,I-70E,211,Morristown,Belmont,OH,40.063236,-81.014003,19,-81.0140030001371,40.0632360002987
1164,39,Belmont I-70W,I-70W,211,Morristown,Belmont,OH,40.064786,-81.01139,24,-81.0113900004016,40.0647859998423
1165,39,Miami I75NB,I-75N,81,Piqua,Miami,OH,40.128056,-84.214775,29,-84.2147750002686,40.1280559999224
1166,39,Miami I75 SB,I-75S,81,Piqua,Miami,OH,40.132872,-84.216609,29,-84.2166089998543,40.1328720003249
1167,39,Harrison US22 SB,US22S,85,Piedmont,Harrison,OH,40.192112,-81.219863,1,-81.2198630003644,40.1921120002095
1168,39,Union US33 NB,US33N,NA,Dipple,Union,OH,40.200973,-83.285558,10,-83.285558000057,40.200972999908
1169,39,Union US33 SB,US33S,NA,Dipple,Union,OH,40.202707,-83.28518,10,-83.2851799997652,40.2027070000694
1170,39,Delaware I71 NB,I-71N,128,Berkshire,Delaware,OH,40.221762,-82.928579,13,-82.928579000092,40.2217620003426
1171,39,Delaware I71 SB,I-71S,128,Berkshire,Delaware,OH,40.226648,-82.929836,12,-82.9298360000926,40.226647999671
1172,39,Harrison US250 WB,US250W,85,Uhrichsville,Harrison,OH,40.358814,-81.216983,1,-81.2169829997668,40.3588140001463
1173,39,Logan US33 WB,US33W,NA,Bellefontaine,Logan,OH,40.405237,-83.788673,10,-83.7886729999631,40.4052370002849
1174,39,Logan US33 EB,US33E,NA,Bellefontaine,Logan,OH,40.405752,-83.786891,10,-83.7868910002559,40.4057519997969
1175,39,Morrow I71 NB,I-71N,NA,Marengo,Morrow,OH,40.481033,-82.739864,18,-82.7398640001374,40.4810329998024
1176,39,Morrow I71 SB,I-71S,NA,Marengo,Morrow,OH,40.48125,-82.742719,18,-82.7427189997222,40.4812500001524
1177,39,Marion US23 SB,US23S,NA,Waldo,Marion,OH,40.526964,-83.075739,10,-83.0757390004052,40.5269639996798
1178,39,Marion US23 NB,US23N,NA,Waldo,Marion,OH,40.528272,-83.073683,10,-83.0736830001632,40.5282720003293
1179,39,Auglaize US33 EB,US33E,NA,Moulton,Auglaize,OH,40.557033,-84.32968,20,-84.329680000362,40.5570329998376
1180,39,Auglaize US33 WB,US33W,NA,Moulton,Auglaize,OH,40.558465,-84.327816,20,-84.3278159997407,40.5584649998308
1181,39,Jefferson SR213 EB,Hwy213E,NA,Hammondsville,Jefferson,OH,40.569251,-80.666048,10,-80.6660480003076,40.5692510000942
1182,39,Auglaize I75 NB,I-75N,NA,Wapakoneta,Auglaize,OH,40.598556,-84.157544,20,-84.1575440000672,40.5985560002935
1183,39,Auglaize I75 SB,I-75S,NA,Wapakoneta,Auglaize,OH,40.600055,-84.158558,20,-84.1585580003936,40.6000549997103
1184,39,Richland US30 EB,US30E,NA,Mansfield,Richland,OH,40.779308,-82.419758,10,-82.4197580003159,40.7793079998468
1185,39,Richland US30 WB,US30W,NA,Mansfield,Richland,OH,40.780636,-82.420883,10,-82.4208830000721,40.7806359997507
1186,39,Wyandot US30 EB,US30E,NA,Edenville,Wyandot,OH,40.806561,-83.171361,42,-83.1713609999683,40.8065610000083
1187,39,Wyandot US30 WB,US30W,NA,Edenville,Wyandot,OH,40.809089,-83.176308,40,-83.17630799978,40.8090890001428
1188,39,Allen US30 EB,US30E,NA,Cairo,Allen,OH,40.823518,-84.062151,10,-84.0621509999347,40.823517999912
1189,39,Allen US30 WB,US30W,NA,Cairo,Allen,OH,40.825325,-84.062001,10,-84.0620010001469,40.8253249998099
1190,39,Wyandot US23 SB,US23S,NA,Carey,Wyandot,OH,40.880728,-83.334669,10,-83.3346689999461,40.8807280002375
1191,39,Van Wert US30 EB,US30E,8,Convoy,Van Wert,OH,40.908915,-84.661801,10,-84.6618010003462,40.9089149999936
1192,39,Van Wert US30 WB,US30W,8,Convoy,Van Wert,OH,40.910604,-84.661049,10,-84.6610489999606,40.9106039999674
1193,39,Wyandot US23 NB,US23N,NA,Carey,Wyandot,OH,40.921947,-83.356722,10,-83.3567219996724,40.9219469997289
1194,39,Wayne I71 NB,I-71N,196,Pleasant Home,Wayne,OH,40.937044,-82.103178,28,-82.103178000274,40.9370440003291
1195,39,Wayne I71 SB,I-71S,196,Pleasant Home,Wayne,OH,40.940161,-82.100589,26,-82.1005889999296,40.9401609997922
1196,39,Hancock I75 NB,I-75N,153,Findlay,Hancock,OH,40.984821,-83.711979,20,-83.7119790002047,40.984820999661
1197,39,Hancock I75 SB,I-75S,153,Findlay,Hancock,OH,40.986557,-83.713673,20,-83.7136730000484,40.9865570001577
1198,39,Portage I76 EB,I-76E,NA,Diamond,Portage,OH,41.104583,-81.113089,10,-81.1130889995555,41.1045830000136
1199,39,Portage I76 WB,I-76W,NA,Diamond,Portage,OH,41.105775,-81.113317,10,-81.1133170000595,41.1057749997384
1200,39,Summit I77 NB,I-77N,141,Bath,Summit,OH,41.194675,-81.624425,10,-81.6244250000562,41.1946749997317
1201,39,Summit I77 SB,I-77S,141,Bath,Summit,OH,41.195564,-81.626958,10,-81.626958000324,41.1955639997676
1202,39,Summit 271 NB,I-271N,8,Richfield Heights,Summit,OH,41.207969,-81.668214,10,-81.6682140002147,41.2079690002106
1203,39,Medina I71 SB,I-71S,224,Weymouth,Medina,OH,41.210144,-81.794739,20,-81.7947389995624,41.2101439999697
1204,39,Summit 271 SB,I-271S,8,Richfield Heights,Summit,OH,41.210444,-81.667694,10,-81.6676939996327,41.2104440002046
1205,39,Medina I71 NB,I-71N,225,Weymouth,Medina,OH,41.222664,-81.792514,10,-81.7925140001644,41.2226640002321
1206,39,Ohio Turnpike Plaza,I-80E/I-90E,NA,Freedom,Portage,OH,41.24257,-81.177239,95,-81.1772390001449,41.242569999822
1207,39,Ohio Turnpike Plaza,I-80W/I-90W,NA,Freedom,Portage,OH,41.244619,-81.176198,78,-81.1761980000543,41.2446189998673
1208,39,Ohio Turnpike Plaza,I-80E/I-90E,NA,Broadway Heights,Cuyahoga,OH,41.291631,-81.675675,78,-81.6756750000278,41.2916309999525
1209,39,Ohio Turnpike Plaza,I-80W-90W,NA,Broadway Heights,Cuyahoga,OH,41.292558,-81.67177,78,-81.6717700001315,41.2925579997969
1210,39,Wood I75 SB,I-75S,179,Portage,Wood,OH,41.335656,-83.627217,30,-83.6272170000127,41.3356559998632
1211,39,Wood I75 NB,I-75N,179,Portage,Wood,OH,41.340547,-83.623831,29,-83.6238309999752,41.3405470000581
1212,39,Ohio Turnpike Plaza,I-80W-90W,NA,Amherst,Lorain,OH,41.379715,-82.223263,150,-82.2232629998077,41.3797149997931
1213,39,Ohio Turnpike Plaza,I-80E/I-90E,NA,Amherst,Lorain,OH,41.37972,-82.223037,115,-82.2230369998519,41.37971999987
1214,39,Lorain 2 EB,Hwy2E,NA,Vermilion,Lorain,OH,41.402006,-82.336378,26,-82.3363779997979,41.4020060002385
1215,39,Lorain 2 WB,Hwy2,NA,Vermilion,Lorain,OH,41.403958,-82.336044,26,-82.3360439998871,41.4039580000978
1216,39,Ottawa SR2 WB,Hwy2W,NA,Lacarne,Ottawa,OH,41.5295,-83.01605,13,-83.016050000279,41.5295000001917
1217,39,Ashtabula 11 SB,Hwy11,NA,Colebrook,Ashtabula,OH,41.563656,-80.714169,10,-80.7141690001597,41.563656000102
1218,39,Ohio Turnpike Plaza,I-80W-90W,NA,Swanton,Lucas,OH,41.59931,-83.870908,50,-83.8709079997351,41.5993099998428
1219,39,Ohio Turnpike Plaza,I-80E/I-90E,NA,Swanton,Lucas,OH,41.600833,-83.871667,50,-83.8716669997933,41.6008330001896
1220,39,Ohio Turnpike Plaza,I-80E/I-90E,21,West Unity,Williams,OH,41.604375,-84.407984,140,-84.4079840002984,41.6043749999506
1221,39,Ohio Turnpike Plaza,I-80W-90W,21,West Unity,Williams,OH,41.605784,-84.407787,115,-84.4077869997566,41.6057839997953
1222,39,Lake I90EB,I-90E,198,Mentor,Lake,OH,41.649992,-81.289944,10,-81.2899440000564,41.6499920000874
1223,39,Lake I90WB,I-90W,198,Mentor,Lake,OH,41.655164,-81.283425,10,-81.2834249997014,41.6551639999697
1224,39,Ashtabula I90WB,I-90W,NA,Conneaut,Ashtabula,OH,41.924531,-80.549203,38,-80.5492030003232,41.9245310001646
1225,40,Love Visitor Center NB,I-35N,4,Thackerville,Love,OK,33.773277,-97.134825,18,-97.1348250000562,33.7732769999356
1226,40,Love Rest Area SB,I-35S,4,Thackerville,Love,OK,33.773277,-97.134825,15,-97.1348250000562,33.7732769999356
1227,40,Murray Scenic Turnout NB,I-35N,48,Davis,Murray,OK,34.399342,-97.141454,4,-97.1414540000161,34.3993420001829
1228,40,Garvin Rest Area SB,I-35S,59,Joy,Garvin,OK,34.548923,-97.191937,18,-97.1919370004319,34.5489229999319
1229,40,Garvin Rest Area NB,I-35N,59,Joy,Garvin,OK,34.551594,-97.189467,18,-97.1894669999132,34.5515939999678
1230,40,Beckham Visitor Center EB,I-40E,10,Erick,Beckham,OK,35.2276,-99.8286,24,-99.8285999999516,35.2275999997397
1231,40,Beckham Rest Area WB,I-40W,10,Erick,Beckham,OK,35.229633,-99.828172,27,-99.8281720003294,35.2296330001631
1232,40,Seminole Rest Area EB,I-40E,197,Centerview,Seminole,OK,35.382759,-96.726588,20,-96.7265879997236,35.3827589998046
1233,40,Seminole Rest Area WB,I-40W,197,Centerview,Seminole,OK,35.385809,-96.729031,20,-96.7290309995798,35.3858090002698
1234,40,Sequoyah Rest Area WB,I-40W,316,Gans,Sequoyah,OK,35.407225,-94.680042,20,-94.6800419997686,35.407225000205
1235,40,McIntosh Rest Area EB,I-40E,251,Henryetta,McIntosh,OK,35.436903,-95.790204,10,-95.7902040003252,35.436902999656
1236,40,McIntosh Rest Area WB,I-40W,251,Henryetta,McIntosh,OK,35.436903,-95.790204,10,-95.7902040003252,35.436902999656
1237,40,Muskogee Rest Area EB,I-40E,283,Muskogee,Muskogee,OK,35.482075,-95.225733,3,-95.2257330002135,35.4820750001795
1238,40,Muskogee Rest Area WB,I-40W,283,Muskogee,Muskogee,OK,35.482075,-95.225733,3,-95.2257330002135,35.4820750001795
1239,40,Canadian Rest Area EB,I-40W,111,Calumet,Canadian,OK,35.528825,-98.188951,4,-98.1889509995896,35.5288250002599
1240,40,Logan Turnout NB,I-35N,149,Edmond,Logan,OK,35.760126,-97.416328,17,-97.4163279999055,35.7601260001933
1241,40,Logan Turnout SB,I-35S,149,Edmond,Logan,OK,35.760126,-97.416328,17,-97.4163279999055,35.7601260001933
1242,40,Wagoner Rest Area SB,US-69SB,NA,Porter,Wagoner,OK,35.871935,-95.403552,6,-95.4035519999138,35.8719350003149
1243,40,Payne Turnout NB,I-35N,171,Mulhall,Payne,OK,36.06697,-97.344813,6,-97.3448129997625,36.0669699997294
1244,40,Payne Turnout SB,I-35S,173,Orlando,Payne,OK,36.095773,-97.34533,5,-97.3453299999715,36.0957730003251
1245,40,Noble Turnout NB,I-35S,195,Perry,Noble,OK,36.412881,-97.327058,4,-97.3270580002928,36.4128809999321
1246,40,Noble Turnout SB,I-35N,196,Perry,Noble,OK,36.427548,-97.327217,6,-97.3272170003015,36.427547999752
1247,40,Kay Turnout NB,I-35N,209,Tonkawa,Kay,OK,36.615758,-97.345596,12,-97.3455960001102,36.6157579998418
1248,40,Kay Turnout SB,I-35S,209,Tonkawa,Kay,OK,36.615758,-97.345596,10,-97.3455960001102,36.6157579998418
1249,40,Kay Rest Area NB,I-35N,225,Braman,Kay,OK,36.849869,-97.343351,10,-97.3433509997224,36.8498690002144
1250,40,Kay Rest Area SB,I-35S,225,Braman,Kay,OK,36.85,-97.3458,24,-97.3458000003247,36.8500000001747
1251,41,Midland,US 097,282.26,NA,NA,OR,42.125898,-121.824801,23,-121.824800999893,42.125897999956
1252,41,Suncrest,I-5,22.22,NA,NA,OR,42.256268,-122.786989,10,-122.786988999827,42.2562680002411
1253,41,Manzanita,NA,NA,NA,NA,OR,42.51737,-123.365972,15,-123.365972000384,42.5173700002891
1254,41,Manzanita,I-5,62.78,NA,NA,OR,42.517689,-123.364409,15,-123.364409000062,42.5176889999745
1255,41,Beaver Marsh,US 097,206.5,NA,NA,OR,43.172368,-121.786268,6,-121.786268000241,43.1723680001673
1256,41,Beaver Marsh,NA,NA,NA,NA,OR,43.177495,-121.785984,6,-121.785983999661,43.1774950002015
1257,41,Cabin Creek,I-5,142.83,NA,NA,OR,43.469647,-123.315585,9,-123.315585000228,43.4696470001331
1258,41,Cabin Creek,NA,NA,NA,NA,OR,43.476513,-123.320846,9,-123.320845999859,43.476513000192
1259,41,Sage Hen,US 020,114.11,NA,NA,OR,43.532691,-119.320481,8,-119.320480999744,43.5326910001895
1260,41,Buchanan Springs,US 020,155.89,NA,NA,OR,43.648252,-118.612348,2,-118.612348000408,43.648251999791
1261,41,Brothers Oasis,US 020,42.82,NA,NA,OR,43.813439,-120.599073,7,-120.599072999993,43.8134389999762
1262,41,Gettings Creek,I-5,178.07,NA,NA,OR,43.850056,-123.020601,13,-123.020600999978,43.8500560003003
1263,41,Gettings Creek,NA,NA,NA,NA,OR,43.852205,-123.021131,13,-123.021130999707,43.8522049998585
1264,41,Ontario,I-84,377.36,NA,NA,OR,44.047166,-116.974246,24,-116.974245999577,44.0471659998249
1265,41,Oak Grove,I-5,206.06,NA,NA,OR,44.235759,-123.060537,23,-123.060537000119,44.2357590000545
1266,41,Oak Grove,NA,NA,NA,NA,OR,44.237739,-123.061006,23,-123.061005999749,44.2377389997341
1267,41,Weatherby,I-84,335.97,NA,NA,OR,44.495593,-117.365825,31,-117.365824999708,44.4955930002593
1268,41,Santiam River,I-5,240.95,NA,NA,OR,44.739513,-123.051095,11,-123.051095000407,44.7395130001158
1269,41,Santiam River,NA,NA,NA,NA,OR,44.740645,-123.053267,11,-123.053267000101,44.7406449997563
1270,41,The Maples,OR 022,34.64,NA,NA,OR,44.75529,-122.38733,12,-122.387329999566,44.7552900002217
1271,41,Cow Canyon,US 097,68.69,NA,NA,OR,44.894402,-120.935925,16,-120.935924999879,44.8944019998369
1272,41,Baker Valley,NA,NA,NA,NA,OR,44.914158,-117.81912,12,-117.819119999896,44.9141580001368
1273,41,Baker Valley,I-84,295.06,NA,NA,OR,44.914766,-117.821545,12,-117.821545000209,44.9147660002778
1274,41,Charles Reynolds,I-84,269.22,NA,NA,OR,45.235116,-118.014243,12,-118.014242999877,45.2351159998315
1275,41,Charles Reynolds,NA,NA,NA,NA,OR,45.235666,-118.012304,12,-118.012303999811,45.2356660000013
1276,41,French Prairie (Baldock),NA,NA,NA,NA,OR,45.270974,-122.775635,56,-122.775634999813,45.2709739998304
1277,41,French Prairie (Baldock),I-5,281.63,NA,NA,OR,45.273677,-122.775045,57,-122.775044999809,45.2736769999742
1278,41,Deadman Pass,NA,NA,NA,NA,OR,45.598538,-118.504543,11,-118.504542999555,45.5985380001436
1279,41,Deadman Pass,I-84,228.94,NA,NA,OR,45.601931,-118.508266,11,-118.508265999876,45.6019309997447
1280,41,Memaloose,I-84,72.92,NA,NA,OR,45.695341,-121.338382,12,-121.338381999823,45.695340999859
1281,41,Memaloose,NA,NA,NA,NA,OR,45.695341,-121.338382,12,-121.338381999823,45.695340999859
1282,41,Stanfield,I-84,186.49,NA,NA,OR,45.77123,-119.251273,22,-119.251272999913,45.771230000051
1283,41,Stanfield,NA,NA,NA,NA,OR,45.77123,-119.251273,22,-119.251272999913,45.771230000051
1284,41,Sunset,US 026,28.65,NA,NA,OR,45.795889,-123.459246,18,-123.459245999627,45.7958889997579
1285,41,Boardman,I-84,160.9,NA,NA,OR,45.83138,-119.768843,10,-119.768843000364,45.8313799997751
1286,41,Boardman,NA,NA,NA,NA,OR,45.833032,-119.768471,10,-119.76847099992,45.8330319999045
1287,42,NHS Rest Stop or Truck Facility 47,I-81N,1,Antrim,Franklin,PA,39.736298,-77.725845,14,-77.7258450002074,39.736298000203
1288,42,NHS Rest Stop or Truck Facility 45,I-70W,156,Bethel,Fulton,PA,39.737175,-78.180555,22,-78.1805549996809,39.7371750000965
1289,42,NHS Rest Stop or Truck Facility 41,I-83N,2,Shrewsbury,York,PA,39.752773,-76.661561,12,-76.6615609996633,39.752773000033
1290,42,NHS Rest Stop or Truck Facility 2,I-79N,6,Whiteley,Greene,PA,39.796625,-80.075976,16,-80.0759760000503,39.7966249996624
1291,42,NHS Rest Stop or Truck Facility 34,I-95N,1,Lower Chichester,Delaware,PA,39.823894,-75.437405,11,-75.4374050003059,39.8238940001775
1292,42,NHS PSP Weight Enforcement Station S26,I-81 S,NA,Guilford Twp,Franklin,PA,39.8681,-77.68254,6,-77.6825399997475,39.8681000001005
1293,42,NHS Rest Stop or Truck Facility 1,I-70E,172,Brush Creek,Fulton,PA,39.921075,-78.235011,9,-78.235010999765,39.9210749996611
1294,42,NHS Rest Stop or Truck Facility 64,I-76 E - PTC Mainline,MP 112.3,Somerset Twp,Somerset,PA,39.999125,-79.046518,75,-79.0465179996287,39.999124999983
1295,42,NHS Rest Stop or Truck Facility 58,I-70 & I-76 W - PTC Mainline,MP 112.3,Somerset Twp,Somerset,PA,40.000185,-79.044714,89,-79.0447140001802,40.0001849997563
1296,42,NHS Rest Stop or Truck Facility 63,I-76 E - PTC Mainline,MP 147.3,Bedford Twp,Bedford,PA,40.03007,-78.493016,36,-78.4930159995663,40.0300700000524
1297,42,NHS Rest Stop or Truck Facility 57,I-70 & I-76 W - PTC Mainline,MP 147.3,Bedford Twp,Bedford,PA,40.030773,-78.492329,20,-78.4923290003764,40.0307730001024
